,site_code,Taxon,mean.before.control,mean.before.drought,mean.after.control,mean.after.drought,drought.after.minus.before,control.after.minus.before,cover.change,leafN.mg.g,height.m,rootN.mg.g,SLA_m2.kg,root.depth_m,RTD.all.g.cm3,SRL.all.m.g,rootDiam.mm,SRL_fine_m.g,RTD.fine.g.cm3,RMF.g.g,RTD.groot.cahill.merge,SRL.groot.cahill.merge,Notes,X.1,X.2,X.3,X.4,X.5,X.6,local_lifespan,local_lifeform,functional_group
5619,nnss.us,CHORIZANTHE RIGIDA,0.296333533,0.0681663,0.3472222,0.2061856,0.1380193,0.050888667,0.087130633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,ANNUAL,FORB,FORB
5625,jilpanger.au,CHRYSOCEPHALUM APICULATUM,10,1,10,10,9,0,9,27.1,0.46919,NA,16.46764897,NA,NA,NA,NA,NA,NA,NA,NA,NA,"height, SLA from austraits",leafN from CoREE,,,,,,PERENNIAL,FORB,FORB
5634,milparinka.au,CHRYSOCEPHALUM APICULATUM,6,3,0,0,-3,-6,3,27.1,0.46919,NA,16.46764897,NA,NA,NA,NA,NA,NA,NA,NA,NA,"height, SLA from austraits",leafN from CoREE,,,,,,PERENNIAL,FORB,FORB
5638,sand.us,CHRYSOPSIS MARIANA,2.5,14,6,26.5,12.5,3.5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,PERENNIAL,FORB,FORB
5648,hard.us,CHRYSOTHAMNUS VISCIDIFLORUS,16.66666667,25,9,19,-6,-7.66666667,1.66666667,29.7,0.9144,NA,NA,0.3556,NA,NA,NA,NA,NA,NA,NA,NA,"height, depth from TRY",leafN from CoREE,,,,,,PERENNIAL,SHRUB,WOODY
5673,nnss.us,CHYLISMIA CLAVIFORMIS,0.2020202,0.1612391,0.2053388,0.2083333,0.0470942,0.0033186,0.0437756,35.4,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"leafN, SLA from Carmona 2021",,,,,,,ANNUAL,FORB,FORB
5679,kernnu.ca,CIRSIUM ARVENSE,1.5,2.666666667,2.666666667,0.75,-1.916666667,1.166666667,-3.083333334,29.75611991,0.15,8.15,21.12,1.4125,0.244438578,119.9058435,0.70945,NA,NA,0.294068165,0.244438578,119.9058435,"height, rootN, SLA, rootDiam from Larson, J.E.J. (2021). Managing Grasslands for Future Environmental Change: The Role of Plant Regeneration Ecology (Doctoral dissertation, University of Colorado at Boulder).","RTD, SRL from Cahill_Albert_https://doi.org/10.7939/r3-wszy-4x82",leafN from TRY,RMF from groot,depth from Tumber-Davila 2022,,,PERENNIAL,FORB,FORB
5703,kernb.ca,CIRSIUM ARVENSE,0.5,3.75,0,0,-3.75,-0.5,-3.25,29.75611991,0.15,8.15,21.12,1.4125,0.244438578,119.9058435,0.70945,NA,NA,0.294068165,0.244438578,119.9058435,"height, rootN, SLA, rootDiam from Larson, J.E.J. (2021). Managing Grasslands for Future Environmental Change: The Role of Plant Regeneration Ecology (Doctoral dissertation, University of Colorado at Boulder).",,leafN from TRY,RMF from groot,depth from Tumber-Davila 2022,,,PERENNIAL,FORB,FORB
5712,baddrt.de,CIRSIUM ARVENSE,10.5,12.6,3.277777778,3.3,-9.3,-7.222222222,-2.077777778,29.75611991,0.15,8.15,21.12,1.4125,0.244438578,119.9058435,0.70945,NA,NA,0.294068165,0.244438578,119.9058435,"height, rootN, SLA, rootDiam from Larson, J.E.J. (2021). Managing Grasslands for Future Environmental Change: The Role of Plant Regeneration Ecology (Doctoral dissertation, University of Colorado at Boulder).",,leafN from TRY,RMF from groot,depth from Tumber-Davila 2022,,,PERENNIAL,FORB,FORB
5770,brookdale.ca,CIRSIUM ARVENSE,17.66666667,17.5,1.9,2.133333333,-15.36666667,-15.76666667,0.400000003,29.75611991,0.15,8.15,21.12,1.4125,0.244438578,119.9058435,0.70945,NA,NA,0.294068165,0.244438578,119.9058435,"height, rootN, SLA, rootDiam from Larson, J.E.J. (2021). Managing Grasslands for Future Environmental Change: The Role of Plant Regeneration Ecology (Doctoral dissertation, University of Colorado at Boulder).",,leafN from TRY,RMF from groot,depth from Tumber-Davila 2022,,,PERENNIAL,FORB,FORB
5820,esw.ca,CIRSIUM ARVENSE,0,0,1,1.5,1.5,1,0.5,29.75611991,0.15,8.15,21.12,1.4125,0.244438578,119.9058435,0.70945,NA,NA,0.294068165,0.244438578,119.9058435,"height, rootN, SLA, rootDiam from Larson, J.E.J. (2021). Managing Grasslands for Future Environmental Change: The Role of Plant Regeneration Ecology (Doctoral dissertation, University of Colorado at Boulder).",,leafN from TRY,RMF from groot,depth from Tumber-Davila 2022,,,PERENNIAL,FORB,FORB
5845,scruzl.us,CIRSIUM VULGARE,2,0,0,14.6156689,14.6156689,-2,16.6156689,25,0.093333333,NA,16.6,2.1,0.269166667,68.1803406,0.7469,NA,NA,0.728135419,0.269166667,68.1803406,"height, SLA, rootDiam from Larson, J.E.J. (2021). Managing Grasslands for Future Environmental Change: The Role of Plant Regeneration Ecology (Doctoral dissertation, University of Colorado at Boulder).","RTD, SRL from Cahill_Albert_https://doi.org/10.7939/r3-wszy-4x82",RMF from groot,depth from Tumber-Davila 2022,leafN from CoREE,,,PERENNIAL,FORB,FORB
5872,cowidrt.ca,CLAYTONIA PERFOLIATA,0,0,11.5,21.66666667,21.66666667,11.5,10.16666667,38.9,0.222866667,NA,49.05439294,0.1524,NA,NA,NA,NA,NA,NA,NA,NA,"height, SLA, depth from TRY",leafN form Kandlikar 2022,,,,,,BOTH,FORB,FORB
5902,paike.ar,CLINOPODIUM DARWINII,1,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,PERENNIAL,FORB,FORB
5926,oreaa.us,COLLINSIA PARVIFLORA,0,0.5,0.5,0.5,0,0.5,-0.5,19.6,0.3048,NA,32.3,0.1524,NA,NA,0.28,NA,NA,NA,NA,NA,"height, depth from TRY","leafN, SLA, diam from Tortorelli 2022",,,,,,ANNUAL,FORB,FORB
5950,oreac.us,COLLINSIA PARVIFLORA,0.5,0,0.7,0.6,0.6,0.2,0.4,19.6,0.3048,NA,32.3,0.1524,NA,NA,0.28,NA,NA,NA,NA,NA,"height, depth from TRY","leafN, SLA, diam from Tortorelli 2022",,,,,,ANNUAL,FORB,FORB
5984,oreac.us,COLLOMIA GRANDIFLORA,1.666666667,3.5,2,2.25,-1.25,0.333333333,-1.583333333,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,height from TRY,,,,,,,ANNUAL,FORB,FORB
6021,oreac.us,COLLOMIA LINEARIS,0.5,0.5,0,0,-0.5,-0.5,0,NA,0.2075,NA,19.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,height from CoREE,SLA from Wessell 2022,,,,,,ANNUAL,FORB,FORB
6027,paike.ar,COLOBANTHUS LYCOPODOIDES,2,1.5,2,1.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,PERENNIAL,SUBSHRUB,WOODY
6051,cedarsav.us,COMANDRA UMBELLATA,1.6,2,9.666666667,6.666666667,4.666666667,8.066666667,-3.4,21.0594,0.2372,9.466666667,9.721037223,NA,0.908958151,7.264572444,0.321385714,NA,0.334821433,NA,0.334821433,7.264572444,"height, rootN, SLA, RTD, SRL from Cahill_Albert_https://doi.org/10.7939/r3-wszy-4x83","leafN, RTD fine from TRY",diam from groot,,,,,PERENNIAL,FORB,FORB
6089,matador.ca,COMANDRA UMBELLATA,1.5,2.5,5.25,3.5,1,3.75,-2.75,21.0594,0.2372,9.466666667,9.721037223,NA,0.908958151,7.264572444,0.321385714,NA,0.334821433,NA,0.334821433,7.264572444,"height, rootN, SLA, RTD, SRL from Cahill_Albert_https://doi.org/10.7939/r3-wszy-4x83","leafN, RTD fine from TRY",diam from groot,,,,,PERENNIAL,FORB,FORB
6112,ukulingadrt.za,COMMELINA AFRICANA,0,3,1.5,1,-2,1.5,-3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,PERENNIAL,FORB,FORB
6122,yarradrt.au,COMMELINA CYANEA,2.17,0,2,2,2,-0.17,2.17,30.634,0.1,NA,34.85,NA,0.1264,NA,0.528,NA,NA,NA,NA,NA,"leafN, SLA, RTD, root Diam from Yarra PI","height, austraits",,,,,,PERENNIAL,FORB,FORB
6133,kiskun.hu,CONYZA CANADENSIS,0.375,0.66,0,0,-0.66,-0.375,-0.285,27.9,0.836805556,NA,20.31163266,0.1524,NA,85.00133333,NA,NA,0.09,NA,0.09,NA,"leafN, height, SLA, depth, SRL, RTD fine from TRY",,,,,,,ANNUAL,FORB,FORB
6142,cerrillos.ar,CORDOBIA ARGENTEA,20.005,6.043333333,16.46333333,8.753333333,2.71,-3.54166667,6.25166667,27.9,1.17,NA,5.52599535,NA,NA,NA,NA,NA,NA,NA,NA,NA,SLA from TRY,"leafN, height from Conti 2013",,,,,,PERENNIAL,VINE,WOODY
6170,cedarsav.us,COREOPSIS PALMATA,11,6,27.5,6.666666667,0.666666667,16.5,-15.83333333,12.06502778,0.614,18.5591,21.43406868,NA,0.1,82.33333333,0.33,40,0.1,0.41125,0.1,82.33333333,"height from Catford, J. A., Smith, A. L., Wragg, P. D., Clark, A. T., Kosmala, M., Cavender-Bares, J., Reich, P. B. & Tilman, D. (2019) Traits linked with species invasiveness and community invasibility vary with time, stage and indicator of invasion in a long-term grassland experiment. Ecology Letters, 22, 593-604. doi 10.1111/ele.13220","leafN, SLA, RTD fine from TRY","rootN, RTD, SRL, diam, RMF from groot",SRL fine from Tjoelker 2005,,,,PERENNIAL,FORB,FORB
6188,cedartrait.us,COREOPSIS PALMATA,17.25,9,25,13,4,7.75,-3.75,12.06502778,0.614,18.5591,21.43406868,NA,0.1,82.33333333,0.33,40,0.1,0.41125,0.1,82.33333333,"height from Catford, J. A., Smith, A. L., Wragg, P. D., Clark, A. T., Kosmala, M., Cavender-Bares, J., Reich, P. B. & Tilman, D. (2019) Traits linked with species invasiveness and community invasibility vary with time, stage and indicator of invasion in a long-term grassland experiment. Ecology Letters, 22, 593-604. doi 10.1111/ele.13220","leafN, SLA, RTD fine from TRY","rootN, RTD, SRL, diam, RMF from groot",SRL fine from Tjoelker 2005,,,,PERENNIAL,FORB,FORB
6216,cdpt_drt.us,COREOPSIS TINCTORIA,2,1.75,3.5,2.25,0.5,1.5,-1,14.706,0.55245,12.72946239,14.36677923,NA,NA,28.59341994,NA,NA,NA,NA,NA,NA,"rootN, SRL from groot","leafN, height, SLA from Carmona 2021",,,,,,ANNUAL,FORB,FORB
6240,cerrillos.ar,COTTEA PAPPOPHOROIDES,0,0,8.126666667,1.25,1.25,8.126666667,-6.876666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,ANNUAL,GRASS,GRASS
6251,ukulingadrt.za,CRABBEA HIRSUTA,2,4.5,0,0,-4.5,-2,-2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,PERENNIAL,FORB,FORB
6257,ukulingadrt.za,CRABBEA SQUARROSA,0,0,3,3,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,PERENNIAL,FORB,FORB
6261,brokenh.au,CRASSULA COLORATA,1,1,0,0,-1,-1,0,NA,0.1,NA,42.24399652,NA,NA,NA,NA,NA,NA,NA,NA,NA,height from TRY,SLA from austraits,,,,,,ANNUAL,FORB,FORB
6267,cobar.au,CRASSULA COLORATA,1.666666667,1,0,0,-1,-1.666666667,0.666666667,NA,0.1,NA,42.24399652,NA,NA,NA,NA,NA,NA,NA,NA,NA,height from TRY,SLA from austraits,,,,,,ANNUAL,FORB,FORB
6271,allmendb.ch,CREPIS BIENNIS,0.25,0.5,1.75,0.5,0,1.5,-1.5,18.28,0.2,10.22761651,19.04,0.99,0.113427835,154.7062535,0.425214286,NA,NA,0.637934928,0.113427835,154.7062535,"leafN, height, SLA from Jena PI","rootN, RTD, SRL, diam, RMF from groot",depth from Tumber-Davila 2022,,,,,PERENNIAL,FORB,FORB
6281,baddrt.de,CREPIS BIENNIS,40.7,52,4.857142857,6.5,-45.5,-35.84285714,-9.657142857,18.28,0.2,10.22761651,19.04,0.99,0.113427835,154.7062535,0.425214286,NA,NA,0.637934928,0.113427835,154.7062535,"leafN, height, SLA from Jena PI","rootN, RTD, SRL, diam, RMF from groot",depth from Tumber-Davila 2022,,,,,BIENNIAL,FORB,FORB
6327,baddrt.de,CREPIS CAPILLARIS,3.555555556,5.4,1.616666667,9,3.6,-1.938888889,5.538888889,27.04610667,0.458333333,10.7,33.48841078,0.385,NA,138,NA,NA,NA,0.316068001,NA,NA,"height, SLA from TRY","rootN, SRL, RMF from groot",leafN from Cerebolini 2010,depth from Tumber-Davila 2022,,,,ANNUAL,FORB,FORB
6361,kiskun.hu,CREPIS FOETIDA,0.602,0.9,0.01,0,-0.9,-0.592,-0.308,17.2,0.27525,14.175,20.14985816,NA,0.072,296.13,0.280689138,NA,0.072,NA,0.072,296.13,"leafN, height, SLA, RTD fine from TRY","rootN, RTD, SRL, diam from groot",,,,,,PERENNIAL,FORB,FORB
6376,ukulingadrt.za,CROTALARIA MICROCARPA,0,0,4,27,27,4,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,PERENNIAL,LEGUME,LEGUME
6379,jrnchi.us,CROTON POTTSII,4.850794314,2.416310667,2.714294733,1.746526875,-0.669783792,-2.136499581,1.466715789,NA,NA,NA,NA,1.593333333,NA,NA,NA,NA,NA,NA,NA,NA,depth from groot,,,,,,,PERENNIAL,FORB,FORB
6409,nnss.us,CRYPTANTHA CIRCUMSCISSA,0.19404304,0.41422252,1.06477779,0.27386215,-0.14036037,0.87073475,-1.01109512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,ANNUAL,FORB,FORB
6431,gmgranite.us,CRYPTANTHA CIRCUMSCISSA,0.5,0.5,0.833333333,0.625,0.125,0.333333333,-0.208333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,ANNUAL,FORB,FORB
6459,gmmolar.us,CRYPTANTHA CIRCUMSCISSA,0.583333333,0.642857143,0.5,0.7,0.057142857,-0.083333333,0.14047619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,ANNUAL,FORB,FORB
6496,nnss.us,CRYPTANTHA INTERMEDIA,0.273154156,0.5408999,1.083267986,0.5414678,0.0005679,0.81011383,-0.80954593,NA,0.026,NA,23.56545799,NA,NA,21.34011499,NA,NA,0.14095,0.12111937,0.14095,NA,"height, SLA, SRL, RTD fine, RMF from Aoyama 2023",,,,,,,ANNUAL,FORB,FORB
6519,nnss.us,CRYPTANTHA PTEROCARYA,0.64898376,0.22843085,0,0,-0.22843085,-0.64898376,0.42055291,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rootN from TRY,,,,,,,ANNUAL,FORB,FORB
6530,gmmolar.us,CRYPTANTHA PTEROCARYA,0.942857143,0.666666667,0.5,0.6,-0.066666667,-0.442857143,0.376190476,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rootN from TRY,,,,,,,ANNUAL,FORB,FORB
6560,gmgranite.us,CRYPTANTHA PTEROCARYA,0,0,0.5,0.5,0.5,0.5,0,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rootN from TRY,,,,,,,ANNUAL,FORB,FORB
6565,credom.au,CUSCUTA PLANIFLORA,0,0.5,0.5,1,0.5,0.5,0,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,height from CoREE,,,,,,,ANNUAL,FORB,FORB
6571,credoj.au,CUSCUTA PLANIFLORA,0.625,1,0.5,0.5,-0.5,-0.125,-0.375,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,height from CoREE,,,,,,,ANNUAL,FORB,FORB
6583,marcdrt.ar,CYCLOSPERMUM LEPTOPHYLLUM,2,2,0,0,-2,-2,0,NA,0.0375,NA,13.61805627,NA,NA,NA,NA,NA,NA,NA,NA,NA,height from TRY,SLA from Carmona 2021,,,,,,ANNUAL,FORB,FORB
6588,ukulingadrt.za,CYMBOPOGON CAESIUS,9,12,8.166666667,6.5,-5.5,-0.833333333,-4.666666667,17.34,0.838,NA,19.20917573,NA,NA,NA,NA,NA,NA,NA,NA,NA,"leafN, height, SLA from Carmona 2021",,,,,,,PERENNIAL,GRASS,GRASS
6609,nplatte.us,CYMOPTERUS GLOMERATUS,0,0,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,PERENNIAL,FORB,FORB
6613,sclaudio.ar,CYNODON DACTYLON,0,1,2.333333333,1,0,2.333333333,-2.333333333,16.887,0.235788519,NA,16.61,0.3556,0.5123,58.74395474,0.714,NA,0.02479,0.341958012,0.02479,NA,"leafN, SLA, RTD, root Diam from Yarra PI","height, depth from TRY",RTD fine from Huot 2020,"SRL, RMF from Aoyama 2023",,,,PERENNIAL,GRASS,GRASS
6642,yarradrt.au,CYNODON DACTYLON,62.625,55.925,51.25,47.5,-8.425,-11.375,2.95,16.887,0.235788519,NA,16.61,0.3556,0.5123,58.74395474,0.714,NA,0.02479,0.341958012,0.02479,NA,"leafN, SLA, RTD, root Diam from Yarra PI","height, depth from TRY",RTD fine from Huot 2020,"SRL, RMF from Aoyama 2023",,,,PERENNIAL,GRASS,GRASS
6698,rhijn.nl,CYNOSURUS CRISTATUS,3.666666667,3,5,0,-3,1.333333333,-4.333333333,23.43756154,0.588,8.984294197,24.18157407,0.22,0.080059987,360.0166897,0.200318519,NA,0.229,0.499845166,0.229,360.0166897,"height, SLA, RTD fine from TRY","rootN, RTD, SRL, diam, RMF from groot",depth from Tumber-Davila 2022,leafN from CoREE,,,,PERENNIAL,GRASS,GRASS
6719,brookdale.ca,CYPRIPEDIUM PARVIFLORUM,5,5,1.25,1,-4,-3.75,-0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,PERENNIAL,FORB,FORB
6742,cowidrt.ca,CYTISUS SCOPARIUS,5.5,5.666666667,3,0,-5.666666667,-2.5,-3.166666667,31.01944444,1.7959,NA,16.56634384,0.4064,NA,NA,0.314,NA,NA,0.201344559,NA,NA,"leafN, height, SLA, depth from TRY",RMF from groot,diam from Ramana 2022,,,,,PERENNIAL,SHRUB,LEGUME
6754,cowidrt.ca,DACTYLIS GLOMERATA,13.8,6.2,6.75,4.25,-1.95,-7.05,5.1,20.01241462,0.2225,3.95,45.99,0.3048,0.643714468,29.04686668,0.422325,NA,0.157828901,0.484069109,0.157828901,29.04686668,"height, SLA, rootDiam from Larson, J.E.J. (2021). Managing Grasslands for Future Environmental Change: The Role of Plant Regeneration Ecology (Doctoral dissertation, University of Colorado at Boulder).",leafN from Teshio PI,"rootN, RTD, SRL from Cahill_Albert_https://doi.org/10.7939/r3-wszy-4x88","depth, RTD fine from TRY",RMF from groot,,,PERENNIAL,GRASS,GRASS
6794,rhijn.nl,DACTYLIS GLOMERATA,7,7,15.83333333,20,13,8.83333333,4.16666667,20.01241462,0.2225,3.95,45.99,0.3048,0.643714468,29.04686668,0.422325,NA,0.157828901,0.484069109,0.157828901,29.04686668,"height, SLA, rootDiam from Larson, J.E.J. (2021). Managing Grasslands for Future Environmental Change: The Role of Plant Regeneration Ecology (Doctoral dissertation, University of Colorado at Boulder).",leafN from Teshio PI,"rootN, RTD, SRL from Cahill_Albert_https://doi.org/10.7939/r3-wszy-4x88","depth, RTD fine from TRY",RMF from groot,,,PERENNIAL,GRASS,GRASS
6845,elvadrt.ee,DACTYLIS GLOMERATA,16.66666667,15,11.66666667,11.66666667,-3.33333333,-5,1.66666667,20.01241462,0.2225,3.95,45.99,0.3048,0.643714468,29.04686668,0.422325,NA,0.157828901,0.484069109,0.157828901,29.04686668,"height, SLA, rootDiam from Larson, J.E.J. (2021). Managing Grasslands for Future Environmental Change: The Role of Plant Regeneration Ecology (Doctoral dissertation, University of Colorado at Boulder).",leafN from Teshio PI,"rootN, RTD, SRL from Cahill_Albert_https://doi.org/10.7939/r3-wszy-4x88","depth, RTD fine from TRY",RMF from groot,,,PERENNIAL,GRASS,GRASS
6887,lygraint.no,DACTYLORHIZA MACULATA,2,1,1,0,-1,-1,0,22.6,0.6,NA,24.63833333,NA,NA,NA,NA,NA,NA,NA,NA,NA,"height, SLA from TRY",leafN from Rosbakh 2022,,,,,,PERENNIAL,FORB,FORB
6894,cedartrait.us,DALEA VILLOSA,10.33333333,5.75,3.166666667,3,-2.75,-7.166666663,4.416666663,24.47326055,0.514,11.2,9.00090009,1.524,NA,40,NA,NA,NA,NA,NA,NA,"height from Catford, J. A., Smith, A. L., Wragg, P. D., Clark, A. T., Kosmala, M., Cavender-Bares, J., Reich, P. B. & Tilman, D. (2019) Traits linked with species invasiveness and community invasibility vary with time, stage and indicator of invasion in a long-term grassland experiment. Ecology Letters, 22, 593-604. doi 10.1111/ele.13220","rootN, depht, SRL from groot","leafN, SLA from CoREE",,,,,PERENNIAL,FORB,LEGUME
6936,scruzh.us,DANTHONIA CALIFORNICA,29.33366554,34.76109185,0,15.1898734,-19.57121845,-29.33366554,9.76244709,NA,0.6096,NA,8.937044145,0.4064,NA,NA,NA,NA,NA,NA,NA,NA,"height, depth from TRY",SLA from CoREE,,,,,,PERENNIAL,FORB,GRASS
6974,esw.ca,DAUCUS CAROTA,1,0,0,1,1,-1,2,23.75644602,0.487097662,12.75277167,17.82232194,0.8925,0.329231092,244.5257138,0.314314803,NA,0.077,0.569956278,0.077,244.5257138,"leafN, height, SLA, RTD fine from TRY","rootN, RTD, SRL, diam, RMF from groot",depth from Tumber-Davila 2022,,,,,BIENNIAL,FORB,FORB
6989,elvadrt.ee,DAUCUS CAROTA,0,0,1,1,1,1,0,23.75644602,0.487097662,12.75277167,17.82232194,0.8925,0.329231092,244.5257138,0.314314803,NA,0.077,0.569956278,0.077,244.5257138,"leafN, height, SLA, RTD fine from TRY","rootN, RTD, SRL, diam, RMF from groot",depth from Tumber-Davila 2022,,,,,BIENNIAL,FORB,FORB
7001,cowidrt.ca,DELPHINIUM MENZIESII,1.333333333,0,4.5,2,2,3.166666667,-1.166666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,PERENNIAL,FORB,FORB
7023,paike.ar,DESCHAMPSIA CESPITOSA,1,1,1,1,0,0,0,19.38145224,0.623466667,9.504294333,15.23396119,1.23,0.170736151,364.9892355,0.206048414,NA,0.24,0.463646707,0.24,364.9892355,"leafN, height, SLA, RTD fine from TRY","rootN, RTD, SRL, diam, RMF from groot",depth from Tumber-Davila 2022,,,,,PERENNIAL,GRASS,GRASS
7042,hyide.de,DESCHAMPSIA FLEXUOSA,0,1,1,1,0,1,-1,21.14852266,0.40801415,6.90123,17.70866263,0.2032,NA,196.6766667,0.233751852,65.68857062,0.410694171,0.357471274,0.410694171,196.6766667,"leafN, height, rootN, SLA, depth from TRY","SRL, RMF from groot","diam, SRL fine, RMF fine from Weemstra 2021",,,,,PERENNIAL,GRASS,GRASS
7053,lygraint.no,DESCHAMPSIA FLEXUOSA,4,3.5,0,1,-2.5,-4,1.5,21.14852266,0.40801415,6.90123,17.70866263,0.2032,NA,196.6766667,0.233751852,65.68857062,0.410694171,0.357471274,0.410694171,196.6766667,"leafN, height, rootN, SLA, depth from TRY","SRL, RMF from groot","diam, SRL fine, RMF fine from Weemstra 2021",,,,,PERENNIAL,GRASS,GRASS
7068,hoide.de,DESCHAMPSIA FLEXUOSA,3.5,3.5,8.666666667,3.666666667,0.166666667,5.166666667,-5,21.14852266,0.40801415,6.90123,17.70866263,0.2032,NA,196.6766667,0.233751852,65.68857062,0.410694171,0.357471274,0.410694171,196.6766667,"leafN, height, rootN, SLA, depth from TRY","SRL, RMF from groot","diam, SRL fine, RMF fine from Weemstra 2021",,,,,PERENNIAL,GRASS,GRASS
7093,nnss.us,DESCURAINIA PINNATA,0.696307383,1.385238063,0.640719867,0.433464429,-0.951773634,-0.055587516,-0.896186118,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,height from CoREE,,,,,,,ANNUAL,FORB,FORB
7120,gmgranite.us,DESCURAINIA PINNATA,0,1.5,0.5,0.5,-1,0.5,-1.5,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,height from CoREE,,,,,,,PERENNIAL,FORB,FORB
7129,purdue.us,DESMODIUM ILLINOENSE,10.57142857,17,13,19.75,2.75,2.42857143,0.32142857,28.39,0.32,NA,17.35283469,NA,NA,NA,0.2997,137.82,0.263301,NA,0.263301,137.82,"height, SLA, RTD fine from TRY",diam from groot,leafN from Craine 2012,SRL fine from Tucker 2010,,,,PERENNIAL,LEGUME,LEGUME
7168,kiskun.hu,DIANTHUS SEROTINUS,1.5,3.25,8,3.5,0.25,6.5,-6.25,NA,0.5,NA,8.608,NA,NA,NA,NA,NA,NA,NA,NA,NA,SLA from Carmona 2021,height from Halassy 2019,,,,,,PERENNIAL,FORB,FORB
7177,cdpt_drt.us,DICHANTHELIUM OLIGOSANTHES,1.25,2,3,0.5,-1.5,1.75,-3.25,12.8,NA,NA,23.2764706,NA,NA,NA,NA,NA,NA,NA,NA,NA,"leafN, SLA from OKLA PI",,,,,,,PERENNIAL,GRASS,GRASS
7184,konzadrt.us,DICHANTHELIUM OLIGOSANTHES,0,0,2.6,2.8,2.8,2.6,0.2,12.8,NA,NA,23.2764706,NA,NA,NA,NA,NA,NA,NA,NA,NA,"leafN, SLA from OKLA PI",,,,,,,PERENNIAL,GRASS,GRASS
7229,yarradrt.au,DICHELACHNE CRINITA,0.1,0,1,1,1,0.9,0.1,NA,0.8592625,NA,13.22275953,NA,NA,NA,0.51,NA,NA,NA,NA,NA,"height, SLA, diam from austraits",,,,,,,PERENNIAL,GRASS,GRASS
7232,capmcd.us,DICHELOSTEMMA CAPITATUM,0.5,0.5,0.5,0.5,0,0,0,22.2,0.483,NA,12.41345668,0.1,NA,NA,NA,NA,NA,NA,NA,NA,depth from Tumber-Davila 2022,"leafN, SLA from CoREE",height from Kandlikar 2022,,,,,ANNUAL,FORB,FORB
7251,gmmolar.us,DICHELOSTEMMA CAPITATUM,0.583333333,0.5,0.5,0.5,0,-0.083333333,0.083333333,22.2,0.483,NA,12.41345668,0.1,NA,NA,NA,NA,NA,NA,NA,NA,depth from Tumber-Davila 2022,"leafN, SLA from CoREE",height from Kandlikar 2022,,,,,ANNUAL,FORB,FORB
7272,jilpanger.au,DICHOPOGON STRICTUS,0.7,0.666666667,0.75,0.833333333,0.166666666,0.05,0.116666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,PERENNIAL,FORB,FORB
7295,ukulingadrt.za,DIHETEROPOGON AMPLECTENS,8,10.66666667,3,5,-5.66666667,-5,-0.66666667,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,height from CoREE,,,,,,,PERENNIAL,GRASS,GRASS
7304,sand.us,DIOSPYROS VIRGINIANA,3,1,1,0,-1,-2,1,28.2,9.457333333,16.71939583,11.37839081,0.9144,0.133833333,22.87048611,0.589423176,NA,0.124220088,NA,0.124220088,22.87048611,"leafN, height, SLA, depth, RTD fine from TRY","rootN, RTD, SRL, diam from groot",,,,,,PERENNIAL,SHRUB,WOODY
