,site_code,Taxon,mean.before.control,mean.before.drought,mean.after.control,mean.after.drought,drought.after.minus.before,control.after.minus.before,cover.change,leafN.mg.g,height.m,rootN.mg.g,SLA_m2.kg,root.depth_m,RTD.all.g.cm3,SRL.all.m.g,rootDiam.mm,SRL_fine_m.g,RTD.fine.g.cm3,RMF.g.g,RTD.groot.cahill.merge,SRL.groot.cahill.merge,Notes,,,,,,
724,rhijn.nl,DACTYLIS GLOMERATA,7,7,15.83333333,20,13,8.83333333,4.16666667,20.01241462,0.2225,3.95,45.99,0.3048,0.643714468,29.04686668,0.422325,,0.157828901,0.484069109,0.157828901,29.04686668,"height, SLA, rootDiam from Larson, J.E.J. (2021). Managing Grasslands for Future Environmental Change: The Role of Plant Regeneration Ecology (Doctoral dissertation, University of Colorado at Boulder).",leafN from Teshio PI,"rootN, RTD, SRL from Cahill_Albert_https://doi.org/10.7939/r3-wszy-4x88","depth, RTD fine from TRY",RMF from groot,,
819,elvadrt.ee,DACTYLIS GLOMERATA,16.66666667,15,11.66666667,11.66666667,-3.33333333,-5,1.66666667,20.01241462,0.2225,3.95,45.99,0.3048,0.643714468,29.04686668,0.422325,,0.157828901,0.484069109,0.157828901,29.04686668,"height, SLA, rootDiam from Larson, J.E.J. (2021). Managing Grasslands for Future Environmental Change: The Role of Plant Regeneration Ecology (Doctoral dissertation, University of Colorado at Boulder).",leafN from Teshio PI,"rootN, RTD, SRL from Cahill_Albert_https://doi.org/10.7939/r3-wszy-4x88","depth, RTD fine from TRY",RMF from groot,,
339,lygraint.no,DACTYLORHIZA MACULATA,2,1,1,0,-1,-1,0,22.6,0.6,,24.63833333,,,,,,,,,,"height, SLA from TRY",leafN from Rosbakh 2022,,,,,
683,cedartrait.us,DALEA VILLOSA,10.33333333,5.75,3.166666667,3,-2.75,-7.166666663,4.416666663,24.47326055,0.514,11.2,9.00090009,1.524,,40,,,,,,,"height from Catford, J. A., Smith, A. L., Wragg, P. D., Clark, A. T., Kosmala, M., Cavender-Bares, J., Reich, P. B. & Tilman, D. (2019) Traits linked with species invasiveness and community invasibility vary with time, stage and indicator of invasion in a long-term grassland experiment. Ecology Letters, 22, 593-604. doi 10.1111/ele.13220","rootN, depht, SRL from groot","leafN, SLA from CoREE",,,,
896,scruzh.us,DANTHONIA CALIFORNICA,29.33366554,34.76109185,0,15.1898734,-19.57121845,-29.33366554,9.76244709,,0.6096,,8.937044145,0.4064,,,,,,,,,"height, depth from TRY",SLA from CoREE,,,,,
990,esw.ca,DAUCUS CAROTA,1,0,0,1,1,-1,2,23.75644602,0.487097662,12.75277167,17.82232194,0.8925,0.329231092,244.5257138,0.314314803,,0.077,0.569956278,0.077,244.5257138,"leafN, height, SLA, RTD fine from TRY","rootN, RTD, SRL, diam, RMF from groot",depth from Tumber-Davila 2022,,,,
1006,elvadrt.ee,DAUCUS CAROTA,0,0,1,1,1,1,0,23.75644602,0.487097662,12.75277167,17.82232194,0.8925,0.329231092,244.5257138,0.314314803,,0.077,0.569956278,0.077,244.5257138,"leafN, height, SLA, RTD fine from TRY","rootN, RTD, SRL, diam, RMF from groot",depth from Tumber-Davila 2022,,,,
1037,cowidrt.ca,DELPHINIUM MENZIESII,1.333333333,0,4.5,2,2,3.166666667,-1.166666667,,,,,,,,,,,,,,,,,,,,
247,paike.ar,DESCHAMPSIA CESPITOSA,1,1,1,1,0,0,0,19.38145224,0.623466667,9.504294333,15.23396119,1.23,0.170736151,364.9892355,0.206048414,,0.24,0.463646707,0.24,364.9892355,"leafN, height, SLA, RTD fine from TRY","rootN, RTD, SRL, diam, RMF from groot",depth from Tumber-Davila 2022,,,,
269,hyide.de,DESCHAMPSIA FLEXUOSA,0,1,1,1,0,1,-1,21.14852266,0.40801415,6.90123,17.70866263,0.2032,,196.6766667,0.233751852,65.68857062,0.410694171,0.357471274,0.410694171,196.6766667,"leafN, height, rootN, SLA, depth from TRY","SRL, RMF from groot","diam, SRL fine, RMF fine from Weemstra 2021",,,,
593,lygraint.no,DESCHAMPSIA FLEXUOSA,4,3.5,0,1,-2.5,-4,1.5,21.14852266,0.40801415,6.90123,17.70866263,0.2032,,196.6766667,0.233751852,65.68857062,0.410694171,0.357471274,0.410694171,196.6766667,"leafN, height, rootN, SLA, depth from TRY","SRL, RMF from groot","diam, SRL fine, RMF fine from Weemstra 2021",,,,
597,hoide.de,DESCHAMPSIA FLEXUOSA,3.5,3.5,8.666666667,3.666666667,0.166666667,5.166666667,-5,21.14852266,0.40801415,6.90123,17.70866263,0.2032,,196.6766667,0.233751852,65.68857062,0.410694171,0.357471274,0.410694171,196.6766667,"leafN, height, rootN, SLA, depth from TRY","SRL, RMF from groot","diam, SRL fine, RMF fine from Weemstra 2021",,,,
384,nnss.us,DESCURAINIA PINNATA,0.696307383,1.385238063,0.640719867,0.433464429,-0.951773634,-0.055587516,-0.896186118,,0.6,,,,,,,,,,,,height from CoREE,,,,,,
389,gmgranite.us,DESCURAINIA PINNATA,0,1.5,0.5,0.5,-1,0.5,-1.5,,0.6,,,,,,,,,,,,height from CoREE,,,,,,
832,purdue.us,DESMODIUM ILLINOENSE,10.57142857,17,13,19.75,2.75,2.42857143,0.32142857,28.39,0.32,,17.35283469,,,,0.2997,137.82,0.263301,,0.263301,137.82,"height, SLA, RTD fine from TRY",diam from groot,leafN from Craine 2012,SRL fine from Tucker 2010,,,
583,kiskun.hu,DIANTHUS SEROTINUS,1.5,3.25,8,3.5,0.25,6.5,-6.25,,0.5,,8.608,,,,,,,,,,SLA from Carmona 2021,height from Halassy 2019,,,,,
445,cdpt_drt.us,DICHANTHELIUM OLIGOSANTHES,1.25,2,3,0.5,-1.5,1.75,-3.25,12.8,,,23.2764706,,,,,,,,,,"leafN, SLA from OKLA PI",,,,,,
1051,konzadrt.us,DICHANTHELIUM OLIGOSANTHES,0,0,2.6,2.8,2.8,2.6,0.2,12.8,,,23.2764706,,,,,,,,,,"leafN, SLA from OKLA PI",,,,,,
981,yarradrt.au,DICHELACHNE CRINITA,0.1,0,1,1,1,0.9,0.1,,0.8592625,,13.22275953,,,,0.51,,,,,,"height, SLA, diam from austraits",,,,,,
41,capmcd.us,DICHELOSTEMMA CAPITATUM,0.5,0.5,0.5,0.5,0,0,0,22.2,0.483,,12.41345668,0.1,,,,,,,,,depth from Tumber-Davila 2022,"leafN, SLA from CoREE",height from Kandlikar 2022,,,,
68,gmmolar.us,DICHELOSTEMMA CAPITATUM,0.583333333,0.5,0.5,0.5,0,-0.083333333,0.083333333,22.2,0.483,,12.41345668,0.1,,,,,,,,,depth from Tumber-Davila 2022,"leafN, SLA from CoREE",height from Kandlikar 2022,,,,
186,jilpanger.au,DICHOPOGON STRICTUS,0.7,0.666666667,0.75,0.833333333,0.166666666,0.05,0.116666666,,,,,,,,,,,,,,,,,,,,
777,ukulingadrt.za,DIHETEROPOGON AMPLECTENS,8,10.66666667,3,5,-5.66666667,-5,-0.66666667,,1.8,,,,,,,,,,,,height from CoREE,,,,,,
345,sand.us,DIOSPYROS VIRGINIANA,3,1,1,0,-1,-2,1,28.2,9.457333333,16.71939583,11.37839081,0.9144,0.133833333,22.87048611,0.589423176,,0.124220088,,0.124220088,22.87048611,"leafN, height, SLA, depth, RTD fine from TRY","rootN, RTD, SRL, diam from groot",,,,,
299,naposta.ar,DIPLOTAXIS TENUIFOLIA,2.333333333,1,5,5.333333333,4.333333333,2.666666667,1.666666666,,0.575,,22.45,,,,,,,,,,"height, SLA from TRY",,,,,,
507,cowidrt.ca,DODECATHEON HENDERSONII,2.333333333,2.333333333,2.333333333,2.666666667,0.333333334,0,0.333333334,23.2,,,,,,,,,,,,,leafN from Carmona 2021,,,,,,
160,jilpanger.au,DROSERA ABERRANS,1.625,0.5,0.5,0,-0.5,-1.125,0.625,,0.04,,10.41199386,,,,,,,,,,"height, SLA from austraits",,,,,,
51,jilpanger.au,DROSERA GLANDULIGERA,0.5,0.5,0.5,0.5,0,0,0,,0.024625293,,,,,,,,,,,,height from austraits,,,,,,
71,jilpanger.au,DROSERA HOOKERI,0.75,0.5,0.5,0.5,0,-0.25,0.25,,,,,,,,,,,,,,,,,,,,
154,sevblue.us,ECHINOMASTUS INTERTEXTUS,0.75,0.5,0,0,-0.5,-0.75,0.25,,,,,,,,,,,,,,,,,,,,
435,allmendb.ch,ECHIUM VULGARE,0,1.75,0.25,0.375,-1.375,0.25,-1.625,23.6,0.716666667,,14.45,2.57,,58.195,0.385,28.61,,,,28.61,"leafN, height, SLA from TRY",depth from Tumber-Davila 2022,SRL from CoREE,diam from Ramana 2022,SRL fine from Stiblikova,,
899,yarradrt.au,EHRHARTA STIPOIDES,8.47,35.45,10.75,61.25,25.8,2.28,23.52,25.541,0.24,,21.72,,0.7204,187.3384916,0.431,,,,,,"leafN, SLA, RTD, rootDiam from Yarra PI","height, SRL from CoREE",,,,,
219,octc.us,ELYMUS ELYMOIDES,1.1684448,0.970887933,0.818374925,0.5475702,-0.423317733,-0.350069875,-0.073247858,20.3,0.255,6.333333333,20.1,0.3048,0.387230769,19.41916685,0.62075,,,0.328333333,0.387230769,19.41916685,"leafN, height, SLA, rootDiam from Larson, J.E.J. (2021). Managing Grasslands for Future Environmental Change: The Role of Plant Regeneration Ecology (Doctoral dissertation, University of Colorado at Boulder).","rootN, depth from TRY","RTD, SRL, RMF from groot",,,,
546,oreac.us,ELYMUS ELYMOIDES,17,2.875,7,5.833333333,2.958333333,-10,12.95833333,20.3,0.255,6.333333333,20.1,0.3048,0.387230769,19.41916685,0.62075,,,0.328333333,0.387230769,19.41916685,"leafN, height, SLA, rootDiam from Larson, J.E.J. (2021). Managing Grasslands for Future Environmental Change: The Role of Plant Regeneration Ecology (Doctoral dissertation, University of Colorado at Boulder).","rootN, depth from TRY","RTD, SRL, RMF from groot",,,,
718,oreaa.us,ELYMUS ELYMOIDES,3,6.9,3.75,7.7,0.8,0.75,0.05,20.3,0.255,6.333333333,20.1,0.3048,0.387230769,19.41916685,0.62075,,,0.328333333,0.387230769,19.41916685,"leafN, height, SLA, rootDiam from Larson, J.E.J. (2021). Managing Grasslands for Future Environmental Change: The Role of Plant Regeneration Ecology (Doctoral dissertation, University of Colorado at Boulder).","rootN, depth from TRY","RTD, SRL, RMF from groot",,,,
603,cowidrt.ca,ELYMUS GLAUCUS,2,3.666666667,0,6,2.333333333,-2,4.333333333,38.54171583,0.3236,10.4,11.57602138,0.3048,0.490612168,28.61114615,,,0.0733125,0.387462352,0.490612168,28.61114615,"height, rootN, SLA, RTD, SRL from Cahill_Albert_https://doi.org/10.7939/r3-wszy-4x96",depth from TRY,leafN from CoREE,"RTD fine, RMF from Aoyama 2023",,,
1007,esw.ca,ELYMUS REPENS,0,0,1,1,1,1,0,26.17661742,0.22,16.42030861,30.7,0.3556,0.143481013,80.0583738,0.408375,24.17441564,0.200167235,0.453232931,0.200167235,24.17441564,"height, SLA, rootDiam from Larson, J.E.J. (2021). Managing Grasslands for Future Environmental Change: The Role of Plant Regeneration Ecology (Doctoral dissertation, University of Colorado at Boulder).","RTD, SRL from Cahill_Albert_https://doi.org/10.7939/r3-wszy-4x97","leafN, depth, SRL fine, RTD fine from TRY","rootN, RMF from groot",,,
658,cmss.us,ELYMUS SPICATUS,27.5,5,12.5,10,5,-15,20,14.64,0.8382,,17.38104639,0.254,,,,,,0.462,,,"height, depth, RMF from TRY",leafN from CoREE,SLA from Carmona 2021,,,,
551,kernnu.ca,ELYMUS TRACHYCAULUS,0.833333333,3,3.25,1.833333333,-1.166666667,2.416666667,-3.583333334,13.9,0.3752,9.38,16.36462068,,0.391851266,53.1189835,,,,0.305,0.391851266,53.1189835,"height, rootN, SRL, RTD, SRL form Cahill_Albert_https://doi.org/10.7939/r3-wszy-4x98",RMF from groot,leafN from Laughlin 2010,,,,
562,kernb.ca,ELYMUS TRACHYCAULUS,0.5,3,0.5,7,4,0,4,13.9,0.3752,9.38,16.36462068,,0.391851266,53.1189835,,,,0.305,0.391851266,53.1189835,"height, rootN, SRL, RTD, SRL form Cahill_Albert_https://doi.org/10.7939/r3-wszy-4x98",RMF from groot,leafN from Laughlin 2010,,,,
552,lygraint.no,EMPETRUM NIGRUM,1.5,3,6,2,-1,4.5,-5.5,11.54888567,0.271133333,6.06,8.52667692,0.2532,,,,,,0.119259512,,,"leafN, height, rootN, SLA, depth from TRY",RMF from groot,,,,,
558,lygraold.no,EMPETRUM NIGRUM,4.5,3,6.5,4.5,1.5,2,-0.5,11.54888567,0.271133333,6.06,8.52667692,0.2532,,,,,,0.119259512,,,"leafN, height, rootN, SLA, depth from TRY",RMF from groot,,,,,
359,credom.au,ENNEAPOGON CAERULESCENS,6.1,1.166666667,11,7.5,6.333333333,4.9,1.433333333,,0.3,,,,,,,,,,,,height from austraits,,,,,,
826,credoj.au,ENNEAPOGON CAERULESCENS,17,16.5,8.4,7.333333333,-9.166666667,-8.6,-0.566666667,,0.3,,,,,,,,,,,,height from austraits,,,,,,
196,credom.au,ENNEAPOGON POLYPHYLLUS,1.125,0.75,0.666666667,1,0.25,-0.458333333,0.708333333,10.55,0.325,3.7,7.00975,,0.44,,0.6,,0.44,,0.44,,"leafN, height, rootN, SLA, diam, RTD fine from TRY",RTD from groot,,,,,
201,credoj.au,ENNEAPOGON POLYPHYLLUS,10.25,0.75,5.25,0,-0.75,-5,4.25,10.55,0.325,3.7,7.00975,,0.44,,0.6,,0.44,,0.44,,"leafN, height, rootN, SLA, diam, RTD fine from TRY",RTD from groot,,,,,
585,nnss.us,EPHEDRA NEVADENSIS,3.052105443,3.263065075,2.65797925,2.308466225,-0.95459885,-0.394126193,-0.560472657,,0.9144,,,0.1524,,,,,,,,,"height, depth from TRY",,,,,,
411,chacra.ar,EPHEDRA TRIANDRA,1.5,1.5,0,0,-1.5,-1.5,0,,,,10.30257403,,,,,,,,,,SLA from TRY,,,,,,
231,oreaa.us,EPILOBIUM BRACHYCARPUM,0.8,1,1.5,0.9,-0.1,0.7,-0.8,30.5,0.29,10.95816314,22,,,81.71053256,0.73,,,,,81.71053256,"rootN, SRL from groot","leafN, height, SLA from Laughlin 2010",diam from Tortorelli 2022,,,,
398,oreac.us,EPILOBIUM BRACHYCARPUM,2.5,1.5,1.5,1.5,0,-1,1,30.5,0.29,10.95816314,22,,,81.71053256,0.73,,,,,81.71053256,"rootN, SRL from groot","leafN, height, SLA from Laughlin 2010",diam from Tortorelli 2022,,,,
721,baddrt.de,EPILOBIUM TETRAGONUM,5.7,7,0.812,0.8,-6.2,-4.888,-1.312,29.10047423,0.720833333,,15.9,,,,,,,,,,"height, SLA from TRY",leafN from CoREE,,,,,
426,elvadrt.ee,EQUISETUM ARVENSE,2,1.666666667,1,1.333333333,-0.333333334,-1,0.666666666,19.50796,0.4018,,13.93244886,0.2262,,89.07333333,,,,,,,"leafN, height, SLA from Teshio PI",depth from TRY,SRL from CoREE,,,,
616,teshio.jp,EQUISETUM ARVENSE,1,4,4,5.5,1.5,3,-1.5,19.50796,0.4018,,13.93244886,0.2262,,89.07333333,,,,,,,"leafN, height, SLA from Teshio PI",depth from TRY,SRL from CoREE,,,,
229,credom.au,ERAGROSTIS DIELSII,10.5,1,1.25,0.5,-0.5,-9.25,8.75,,0.3,,5.7,,,,,,,,,,"height, SLA from TRY",,,,,,
821,credoj.au,ERAGROSTIS DIELSII,5,15,1,0,-15,-4,-11,,0.3,,5.7,,,,,,,,,,"height, SLA from TRY",,,,,,
977,cerrillos.ar,ERAGROSTIS ORTHOCLADA,0.63,0,4.38,0.63,0.63,3.75,-3.12,,,,,,,,,,,,,,,,,,,,
326,milparinka.au,ERAGROSTIS SETIFOLIA,1,1,0,0,-1,-1,0,,0.38,,8.192540984,,,,,,,,,,"height, SLA from TRY",,,,,,
534,quilpie.au,ERAGROSTIS SETIFOLIA,1.5,2.666666667,2,2,-0.666666667,0.5,-1.166666667,,0.38,,8.192540984,,,,,,,,,,"height, SLA from TRY",,,,,,
432,konzadrt.us,ERAGROSTIS SPECTABILIS,9,1.666666667,0,0,-1.666666667,-9,7.333333333,11.63,0.23375,,24.79827372,0.1016,,,,,,,,,"leafN, height, SLA from Catford, J. A., Smith, A. L., Wragg, P. D., Clark, A. T., Kosmala, M., Cavender-Bares, J., Reich, P. B. & Tilman, D. (2019) Traits linked with species invasiveness and community invasibility vary with time, stage and indicator of invasion in a long-term grassland experiment. Ecology Letters, 22, 593-604. doi 10.1111/ele.13220",depth from TRY,,,,,
488,cedarsav.us,ERAGROSTIS SPECTABILIS,9,2,0,0,-2,-9,7,11.63,0.23375,,24.79827372,0.1016,,,,,,,,,"leafN, height, SLA from Catford, J. A., Smith, A. L., Wragg, P. D., Clark, A. T., Kosmala, M., Cavender-Bares, J., Reich, P. B. & Tilman, D. (2019) Traits linked with species invasiveness and community invasibility vary with time, stage and indicator of invasion in a long-term grassland experiment. Ecology Letters, 22, 593-604. doi 10.1111/ele.13220",depth from TRY,,,,,
222,oreaa.us,EREMOGONE CONGESTA,0.5,1,0,0.5,-0.5,-0.5,0,,,,,,0.421283838,,,,,0.399095005,,,"RTD, RMF from TRY",,,,,,
872,cmss.us,EREMOGONE CONGESTA,3.5,25,2,5,-20,-1.5,-18.5,,,,,,0.421283838,,,,,0.399095005,,,"RTD, RMF from TRY",,,,,,
897,charleville.au,EREMOPHILA GILESII,41.66666667,35,45,46.66666667,11.66666667,3.33333333,8.33333334,,0.876142857,,8.200856869,,,,,,,,,,"height, SLA from austraits",,,,,,
611,ethadb.au,ERIACHNE ARISTIDEA,1.5,4,4,2,-2,2.5,-4.5,8.1,0.308142857,4.5,38.9,,0.33,,0.9,,0.33,0.2479,0.33,,"leafN, rootN, diam, RTD fine, RMF from TRY",RTD from groot,height from austraits,SLA from Taylor 2010,,,
153,gmmolar.us,ERIASTRUM EREMICUM,0.7,0.5,0,0,-0.5,-0.7,0.2,,,,,,,,,,,,,,,,,,,,
692,lygraint.no,ERICA TETRALIX,8,6,5.5,5.5,-0.5,-2.5,2,11.50813841,0.465833333,,9.991794537,,,,,,,,,,"leafN, height, SLA from TRY",,,,,,
694,lygraold.no,ERICA TETRALIX,7,6,10.5,10,4,3.5,0.5,11.50813841,0.465833333,,9.991794537,,,,,,,,,,"leafN, height, SLA from TRY",,,,,,
237,esw.ca,ERIGERON ANNUUS,1,1,1,1,0,0,0,13.87251282,0.790891667,,24.83067457,1.02,0.32875817,62.7520477,0.2483,,0.328758,0.383161658,0.328758,62.7520477,"leafN, height, SLA, RTD fine from TRY","RTD, SRL, diam, RMF from groot",depth from Tumber-Davila 2022,,,,
232,falls.au,ERIGERON BELLIDIOIDES,0.5,1,0.5,1,0,0,0,9.1727,0.0203,,,,,,,,,,,,"leafN, height Bjorkman 2018",,,,,,
303,naposta.ar,ERIGERON BLAKEI,1,1,1,10,9,0,9,,,,,,,,,,,,,,,,,,,,
504,oreaa.us,ERIGERON BLOOMERI,4.625,2.25,5,2.25,0,0.375,-0.375,,,,,,,,,,,,,,,,,,,,
407,marcdrt.ar,ERIGERON BONARIENSIS,1,1.5,0,0,-1.5,-1,-0.5,20.2,0.46625,,17.6205,,,,,,,,,,"leafN, height, SLA from TRY",,,,,,
350,cedarsav.us,ERIGERON STRIGOSUS,6,1,0,0,-1,-6,5,24.635,0.566,,22.57798584,0.254,,15.73,,,,,,,"height from Catford, J. A., Smith, A. L., Wragg, P. D., Clark, A. T., Kosmala, M., Cavender-Bares, J., Reich, P. B. & Tilman, D. (2019) Traits linked with species invasiveness and community invasibility vary with time, stage and indicator of invasion in a long-term grassland experiment. Ecology Letters, 22, 593-604. doi 10.1111/ele.13220","SLA, depth from TRY",leafN from Craine 2012,SRL from CoREE,,,
1010,konzadrt.us,ERIGERON STRIGOSUS,0,0,1,1,1,1,0,24.635,0.566,,22.57798584,0.254,,15.73,,,,,,,"height from Catford, J. A., Smith, A. L., Wragg, P. D., Clark, A. T., Kosmala, M., Cavender-Bares, J., Reich, P. B. & Tilman, D. (2019) Traits linked with species invasiveness and community invasibility vary with time, stage and indicator of invasion in a long-term grassland experiment. Ecology Letters, 22, 593-604. doi 10.1111/ele.13220","SLA, depth from TRY",leafN from Craine 2012,SRL from CoREE,,,
1015,milparinka.au,ERIOCHLOA PSEUDOACROTRICHA,0,0,1.5,1,1,1.5,-0.5,,0.542166667,,,,,,,,,,,,height from austraits,,,,,,
213,jrnchi.us,ERIOGONUM ANNUUM,1.3568186,0.85997535,0.4830918,0,-0.85997535,-0.8737268,0.01375145,,,,,1.405,,,,,,,,,depth from Tumber-Davila 2022,,,,,,
947,nnss.us,ERIOGONUM ANNUUM,0,0,0.6351886,0.203252,0.203252,0.6351886,-0.4319366,,,,,1.405,,,,,,,,,depth from Tumber-Davila 2022,,,,,,
29,nnss.us,ERIOGONUM MACULATUM,1.5137421,0.3792902,1.562988243,0.6872779,0.3079877,0.049246143,0.258741557,,,,,,,,,,,,,,,,,,,,
46,gmgranite.us,ERIOGONUM MACULATUM,0.5,0.5,0.5,0.5,0,0,0,,,,,,,,,,,,,,,,,,,,
92,gmmolar.us,ERIOGONUM MACULATUM,0.5,0.5,0.5,1,0.5,0,0.5,,,,,,,,,,,,,,,,,,,,
494,oreaa.us,ERIOGONUM SPHAEROCEPHALUM,3.5,2.125,2.25,2.75,0.625,-1.25,1.875,,0.3048,,,0.3556,,,,,,,,,"height, depth from TRY",,,,,,
270,lygraold.no,ERIOPHORUM ANGUSTIFOLIUM,0,1,1,1,0,1,-1,20.00955403,0.392104,5.5,12.00527941,0.2895,,37.5,0.7875,,,,,,"leafN, height, rootN, SLA, depth from TRY",diam from groot,SRL from Eissenstat 2000,,,,
480,lygraint.no,ERIOPHORUM ANGUSTIFOLIUM,2,2,0,0,-2,-2,0,20.00955403,0.392104,5.5,12.00527941,0.2895,,37.5,0.7875,,,,,,"leafN, height, rootN, SLA, depth from TRY",diam from groot,SRL from Eissenstat 2000,,,,
619,lygraold.no,ERIOPHORUM VAGINATUM,2.333333333,4,0,12,8,-2.333333333,10.33333333,18.34176544,0.441666667,7.2,10.65122927,0.4,,148.81,0.756666667,,,0.161666667,,148.81,"leafN, height, rootN, SLA, depth from TRY","SRL, diam, RMF from groot",,,,,
37,nnss.us,ERIOPHYLLUM PRINGLEI,0.58499523,0.4966975,1.57694249,0.154395725,-0.342301775,0.99194726,-1.334249035,,,,,,,,,,,,,,,,,,,,
492,gmmolar.us,ERIOPHYLLUM WALLACEI,2,2.033333333,1.857142857,0.571428571,-1.461904762,-0.142857143,-1.319047619,,,,,,,,,,,,,,,,,,,,
955,gmgranite.us,ERIOPHYLLUM WALLACEI,0.5,0,0.5,0.5,0.5,0,0.5,,,,,,,,,,,,,,,,,,,,
627,ukulingadrt.za,ERIOSEMA CORDATUM,6,4.333333333,13.5,2,-2.333333333,7.5,-9.833333333,27.2,,,,,,,,,,,,,leafN from TRY,,,,,,
119,credom.au,ERODIUM AUREUM,0.5,0.5,0.5,0,-0.5,0,-0.5,,0.14432859,,38.098939,,,,,,,,,,"height, SLA from austraits",,,,,,
518,gmgranite.us,ERODIUM CICUTARIUM,3.142857143,2.428571429,2.142857143,6.714285714,4.285714285,-1,5.285714285,27.82176667,0.3255,11.47977948,33.62785763,1.45,0.43626943,131.6796733,0.1243,,,0.549608355,0.43626943,131.6796733,"height, SLA from TRY","rootN, RTD, SRL, diam, RMF from groot",leafN from Cerebolini 2010,depth from Tumber-Davila 2022,,,
641,gmmolar.us,ERODIUM CICUTARIUM,4.285714286,4.928571429,1.928571429,3.928571429,-1,-2.357142857,1.357142857,27.82176667,0.3255,11.47977948,33.62785763,1.45,0.43626943,131.6796733,0.1243,,,0.549608355,0.43626943,131.6796733,"height, SLA from TRY","rootN, RTD, SRL, diam, RMF from groot",leafN from Cerebolini 2010,depth from Tumber-Davila 2022,,,
989,spvdrt.ar,ERODIUM CICUTARIUM,1,0,2,1,1,1,0,27.82176667,0.3255,11.47977948,33.62785763,1.45,0.43626943,131.6796733,0.1243,,,0.549608355,0.43626943,131.6796733,"height, SLA from TRY","rootN, RTD, SRL, diam, RMF from groot",leafN from Cerebolini 2010,depth from Tumber-Davila 2022,,,
575,cobar.au,ERODIUM CRINITUM,5,3,0,0,-3,-5,2,,0.9,,16,,,,,,,,,,"height, SLA from TRY",,,,,,
133,capwhite.us,ERODIUM TEXANUM,0.5,0.5,0,0,-0.5,-0.5,0,,,,,,,,,,,,,,,,,,,,
958,capmcd.us,ERODIUM TEXANUM,0.5,0,1,0.5,0.5,0.5,0,,,,,,,,,,,,,,,,,,,,
1042,cowidrt.ca,ERYTHRONIUM OREGONUM,0,0,1.5,2,2,1.5,0.5,,,,,,,,,,,,,,,,,,,,
496,scruzm.us,ESCHSCHOLZIA CALIFORNICA,2.27999152,2.15223665,7.29629878,4.350330267,2.198093617,5.01630726,-2.818213643,30.69230769,0.405253333,,13.77935648,0.254,0.015053333,527.2,0.24385,527.2,0.133636111,0.212475394,0.133636111,527.2,height from TRY,"leafN, SLA from CoREE","RTD, SRL, diam from Justin","RTD fine, RMF from Aoyama 2023",SRL fine from Sebastian 2023,,
115,cdpt_drt.us,ESCOBARIA VIVIPARA,0.3,0.5,0.18,0,-0.5,-0.12,-0.38,,,,,,,,,,,,,,,,,,,,
147,sevblue.us,EUPHORBIA ALBOMARGINATA,0.5,0.5,0,0,-0.5,-0.5,0,,0.05,,12.64955294,0.83,,,,,,,,,"SLA from Farkas, T.E., B.P. Gerstner, and K.D. Whitney. 2021. SEV-LTER Plant Traits Database ver 1. Environmental Data Initiative. https://doi.org/10.6073/pasta/5b3a6d80a1c6d3121a2196cb40838849 (Accessed 2023-03-20).",depth from groot,height from CoREE,,,,
23,allmendo.ch,EUPHORBIA CYPARISSIAS,2.25,0.25,2.25,1.75,1.5,0,1.5,29.16635667,0.2375,8.96,23.6,0.89,0.295652174,82.89593285,0.50435,,,0.459459459,0.295652174,82.89593285,"height, SLA from TRY","rootN, RTD, SRL, diam, RMF from groot",leafN from Cerebolini 2010,depth from Tumber-Davila 2022,,,
581,allmendb.ch,EUPHORBIA CYPARISSIAS,0,3.25,0.25,2,-1.25,0.25,-1.5,29.16635667,0.2375,8.96,23.6,0.89,0.295652174,82.89593285,0.50435,,,0.459459459,0.295652174,82.89593285,"height, SLA from TRY","rootN, RTD, SRL, diam, RMF from groot",leafN from Cerebolini 2010,depth from Tumber-Davila 2022,,,
78,credom.au,EUPHORBIA DRUMMONDII,0,0.5,0.5,0.5,0,0.5,-0.5,16.533,0.1276,,11.92661905,,,,,,,,,,"height, SLA from TRY",leafN from Bjorkman 2018,,,,,
327,quilpie.au,EUPHORBIA DRUMMONDII,1,1,0,0,-1,-1,0,16.533,0.1276,,11.92661905,,,,,,,,,,"height, SLA from TRY",leafN from Bjorkman 2018,,,,,
960,credoj.au,EUPHORBIA DRUMMONDII,0.5,0,0,0.5,0.5,-0.5,1,16.533,0.1276,,11.92661905,,,,,,,,,,"height, SLA from TRY",leafN from Bjorkman 2018,,,,,
592,sevblack.us,EUPHORBIA LATA,0.5,3.483333333,0.5,0.5,-2.983333333,0,-2.983333333,,,,,,,,,,,,,,,,,,,,
1027,capmcd.us,EUPHORBIA POLYCARPA,0,0,2.75,1.5,1.5,2.75,-1.25,,,,,,,,,,,,,,,,,,,,
739,sand.us,EUPHORBIA PUBENTISSIMA,12,8,3.666666667,5,-3,-8.333333333,5.333333333,,,,21.624,,,,,,,,,,SLA from Ames 2016,,,,,,
577,kiskun.hu,EUPHORBIA SEGUIERIANA,5,3.102,1.2,3,-0.102,-3.8,3.698,,0.425,,18.4,1.6675,,,,,,,,,"height, SLA from TRY",depth from Tumber-Davila 2022,,,,,
